CVE-2013-0862,11/23/2013
CVE-2013-0861,11/23/2013
CVE-2013-0860,11/23/2013
CVE-2013-0859,12/7/2013
CVE-2013-0858,12/7/2013
CVE-2013-0857,12/7/2013
CVE-2013-0856,12/7/2013
CVE-2013-0855,12/7/2013
CVE-2013-0854,12/7/2013
CVE-2013-0853,12/7/2013
CVE-2013-0852,12/7/2013
CVE-2013-0851,12/7/2013
CVE-2013-0850,12/7/2013
CVE-2013-0849,12/7/2013
CVE-2013-0848,12/7/2013
CVE-2013-0847,12/7/2013
CVE-2013-0846,12/7/2013
CVE-2013-0845,12/7/2013
CVE-2013-0844,12/7/2013
CVE-2012-6618,12/24/2013
CVE-2012-6617,12/24/2013
CVE-2012-6616,12/24/2013
CVE-2012-6615,12/24/2013
CVE-2012-2804,9/10/2012
CVE-2012-2803,9/10/2012
CVE-2012-2802,9/10/2012
CVE-2012-2801,9/10/2012
CVE-2012-2800,9/10/2012
CVE-2012-2799,9/10/2012
CVE-2012-2798,9/10/2012
CVE-2012-2797,9/10/2012
CVE-2012-2796,9/10/2012
CVE-2012-2795,9/10/2012
CVE-2012-2794,9/10/2012
CVE-2012-2793,9/10/2012
CVE-2012-2792,9/10/2012
CVE-2012-2791,9/10/2012
CVE-2012-2790,9/10/2012
CVE-2012-2789,9/10/2012
CVE-2012-2788,9/10/2012
CVE-2012-2787,9/10/2012
CVE-2012-2786,9/10/2012
CVE-2012-2785,9/10/2012
CVE-2012-2784,9/10/2012
CVE-2012-2783,9/10/2012
CVE-2012-2782,9/10/2012
CVE-2012-2779,9/10/2012
CVE-2012-2777,9/10/2012
CVE-2012-2776,9/10/2012
CVE-2012-2775,9/10/2012
CVE-2012-2774,9/10/2012
CVE-2012-2772,9/10/2012
CVE-2012-0859,8/20/2012
CVE-2012-0858,8/20/2012
CVE-2012-0857,8/20/2012
CVE-2012-0856,8/20/2012
CVE-2012-0855,8/27/2012
CVE-2012-0854,8/20/2012
CVE-2012-0853,8/20/2012
CVE-2012-0852,8/20/2012
CVE-2012-0851,8/20/2012
CVE-2012-0850,8/20/2012
CVE-2012-0849,8/27/2012
CVE-2012-0848,8/20/2012
CVE-2012-0847,8/20/2012
CVE-2011-4579,8/20/2012
CVE-2011-4364,8/20/2012
CVE-2011-4353,8/20/2012
CVE-2011-4352,8/20/2012
CVE-2011-4351,12/9/2013
CVE-2011-4031,5/9/2012
CVE-2011-3974,10/2/2011
CVE-2011-3973,10/2/2011
CVE-2011-3952,8/20/2012
CVE-2011-3951,8/20/2012
CVE-2011-3950,12/9/2013
CVE-2011-3949,12/9/2013
CVE-2011-3947,8/20/2012
CVE-2011-3946,12/9/2013
CVE-2011-3945,8/20/2012
CVE-2011-3944,12/9/2013
CVE-2011-3941,12/9/2013
CVE-2011-3940,8/20/2012
CVE-2011-3937,1/4/2013
CVE-2011-3936,8/20/2012
CVE-2011-3935,12/9/2013
CVE-2011-3934,12/9/2013
CVE-2011-3929,8/20/2012
CVE-2011-3504,9/28/2011
CVE-2011-3362,10/2/2011
CVE-2011-2162,5/20/2011
CVE-2011-2161,5/20/2011
CVE-2011-2160,5/20/2011
CVE-2011-1931,7/7/2011
CVE-2011-0723,5/20/2011
CVE-2011-0722,5/20/2011
CVE-2011-0480,01/14/2011
CVE-2010-4705,1/22/2011
CVE-2010-4704,1/22/2011
CVE-2010-3908,5/20/2011
CVE-2010-3429,9/30/2010
CVE-2009-4640,2/9/2010
CVE-2009-4639,2/9/2010
CVE-2009-4638,2/9/2010
CVE-2009-4637,2/9/2010
CVE-2009-4636,2/9/2010
CVE-2009-4635,2/9/2010
CVE-2009-4634,2/9/2010
CVE-2009-4633,2/9/2010
CVE-2009-4632,2/9/2010
CVE-2009-4631,2/9/2010
CVE-2009-0385,2/2/2009
CVE-2008-4869,10/31/2008
CVE-2008-4868,10/31/2008
CVE-2008-4867,10/31/2008
CVE-2008-4866,10/31/2008
CVE-2008-3162,7/14/2008
CVE-2006-4800,9/14/2006
CVE-2005-4048,12/7/2005
